CLI,Nbr_Transactions_2025,Montant_Total_2025,Montant_Moyen_2025,Montant_Max_2024,NCP,CPT_AGENCE_CODE,CLIENT_MARCHE,utilise_mobile_banking_2025,CSP_2025,Segment_NMR_2025,CLIENT_SPEC_LIB_2025,CLT_SECTEUR_ACTIVITE_LIB_2025,Nbr_Cheques_2024,Montant_Cheques_2025,Plafond_Chequier_2025,Ratio_Cheques_Paiements_2025,NBRE_TRANSACTIONS_2024,MONTANT_TOTAL_2024,MONTANT_MOYEN_2024,MONTANT_MAX_2024,NCP_client,AGENCE_COMPTE,MARCHE,utilise_mobile_banking_2024,CSP_2024,Segment_NMR_2024,CLIENT_SPEC_LIB_2024,CLT_SECTEUR_ACTIVITE_LIB_2024,NBRE_CHQ_COMPENSES_2024,MONTANT_CHQ_COMPENSES_2024,MONTANT_MAX_CHQ_2024,NBRE_PREAVIS,NBRE_CNP,NBRE_CNP_INCIDENT,AUTORISATION,NBRE_CHEQUIERS_OCTROYES_2024,NBRE_CHEQUES_OCTROYES_2024,NBRE_CHEQUES_EN_CIRCULATION,Ecart_Nbr_Cheques_2024_2025,Ecart_Montant_Max_2024_2025,A_Demande_Derogation,Derogation_Acceptee,hist_transaction_count,hist_total_amount,hist_avg_amount,hist_preferred_method,curr_transaction_count,curr_total_amount,curr_avg_amount,curr_preferred_method,transaction_frequency_change,avg_amount_change,method_changed,Revenu_Estime,Nombre_Methodes_Paiement,Montant_Moyen_Cheque,Montant_Moyen_Alternative,Target_Nbr_Cheques_Futur,Target_Montant_Max_Futur,CSP,Segment_NMR,CLT_SECTEUR_ACTIVITE_LIB,Utilise_Mobile_Banking
e86b8071,17,1154930.02,67937.06,119460.91,3c32e818d0,128.0,PME,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,9,434068.62,48229.846666666665,90287.43,3c32e818d0,128.0,TPE,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,2.0,30592.11,22722.31,1,1,0,35167.39796574114,1,25,23.0,-2.0,96738.6,0,0.0,9,434068.62,48229.846666666665,Carte bancaire,17,1154930.02,67937.06,Carte bancaire,8,19707.213333333333,False,63796.91966014503,4,71676.546,54349.648,0,180058.24161822762,0,0,0,0
e86cad93,5,344104.68,68820.936,104845.85,9507398208,159.0,Particuliers,False,SALARIE AGENT D EXECUTION,NOUVEAU CLIENT,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,8,463455.14,57931.8925,90603.6,9507398208,159.0,PME,False,SALARIE AGENT D EXECUTION,NOUVEAU CLIENT,Unknown,INDUSTRIE MANUFACTURIÈRE,3.0,130375.16,82707.71,0,0,0,33287.09550662141,1,25,22.0,-3.0,22138.14,1,0.0,8,463455.14,57931.8925,Chèque,5,344104.68,68820.936,Carte bancaire,-3,10889.0435,True,27618.12122701047,2,62907.51,55056.7488,0,127211.15917287389,0,0,0,0
e89ec212,12,578564.94,48213.744999999995,92911.12,651392d3f5,0.0,GEI,False,RETRAITE,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,1.0,29039.44,29039.44,0.08333333333333333,13,693331.15,53333.165384615386,98661.12,651392d3f5,0.0,PME,True,RETRAITE,S4 Avenir,Unknown,AUTRES ACTIVITÉS DE SERVICES,7.0,414928.6,88946.52,0,0,0,727.3942624727691,1,25,18.0,-6.0,3964.5999999999913,0,0.0,13,693331.15,53333.165384615386,Chèque,12,578564.94,48213.745,Carte bancaire,-1,-5119.420384615391,True,74253.39606636902,6,55746.672,38570.996,0,117391.43898847785,0,0,0,0
e8a648ef,10,490548.54000000004,49054.85400000001,67779.57,e848c3edc0,45.0,PME,False,TRE SALARIE,S4 Avenir,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,0.0,0.0,0.0,0.0,24,1170860.0,48785.833333333336,91993.51,e848c3edc0,45.0,PME,False,TRE SALARIE,S4 Avenir,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,10.0,420030.98,57436.01,1,0,0,37908.28972048884,1,25,15.0,-10.0,10343.560000000005,1,0.0,24,1170860.0,48785.833333333336,Chèque,10,490548.54,49054.85400000001,Carte bancaire,-14,269.0206666666709,True,62704.914717003114,4,40667.742000000006,39243.883200000004,0,91743.35248097075,0,0,0,0
e8ac23b3,5,335141.58,67028.316,96057.85,cf8c8d3519,35.0,TRE,True,SALARIE HAUT CADRE,S1 Excellence,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,10,480227.85,48022.784999999996,98727.01,cf8c8d3519,35.0,GEI,False,SALARIE HAUT CADRE,S1 Excellence,Unknown,AUTRES ACTIVITÉS DE SERVICES,5.0,162757.9,69055.4,1,0,1,30904.221851888335,1,25,20.0,-5.0,27002.45000000001,0,0.0,10,480227.85,48022.785,Chèque,5,335141.58,67028.316,Agence,-5,19005.53100000001,True,61930.085072194444,5,57634.71,53622.65280000001,0,125660.418433498,0,0,0,0
e8b0f193,2,142884.92,71442.46,111844.8,211024d339,120.0,TPE,True,SALARIE HAUT CADRE,S2 Premium,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,24,1121213.6,46717.23333333334,92821.08,211024d339,120.0,PME,False,SALARIE HAUT CADRE,S2 Premium,Unknown,ADMINISTRATION PUBLIQUE,12.0,570948.0900000001,92821.08,0,0,0,26717.593990785164,1,25,13.0,-12.0,19023.72,0,0.0,24,1121213.6,46717.23333333334,Chèque,2,142884.92,71442.46,Carte bancaire,-22,24725.22666666667,True,47941.02155142324,2,67106.88,57153.96800000001,0,136337.11246122365,0,0,0,0
e8f2dcfd,11,469048.73,42640.79363636363,76483.67,224fe8f18f,11.0,PRO,True,RETRAITE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,1,21052.31,21052.31,21052.31,224fe8f18f,11.0,Particuliers,False,RETRAITE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0,0,0,9813.681132152691,1,25,25.0,0.0,76483.67,0,0.0,1,21052.31,21052.31,Espèces,11,469048.73,42640.79363636363,Carte bancaire,10,21588.48363636363,True,41616.26722260923,4,45890.202,34112.634909090906,0,113221.61867850539,0,0,0,0
e908f626,22,1254666.94,57030.31545454545,102370.1,6ea1c6fc06,41.0,GEI,False,COMMERCANT,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,8,514486.62,64310.8275,92696.57,6ea1c6fc06,41.0,Particuliers,True,COMMERCANT,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,2.0,104573.32,52286.66,1,0,0,20541.58164907765,1,25,23.0,-2.0,50083.44,0,0.0,8,514486.62,64310.8275,Carte bancaire,22,1254666.94,57030.31545454545,Carte bancaire,14,-7280.512045454547,False,83088.63480000326,6,61422.06,45624.25236363636,0,149909.1361668206,0,0,0,0
e910acd1,3,168073.07,56024.35666666667,69769.14,fa48d8cdd7,62.0,Particuliers,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,7,373364.28,53337.75428571429,94228.63,fa48d8cdd7,62.0,Particuliers,True,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,1.0,21284.89,21284.89,2,0,0,2499.546373227912,1,25,24.0,-1.0,48484.25,1,1.0,7,373364.28,53337.75428571429,Carte bancaire,3,168073.07,56024.35666666667,Carte bancaire,-4,2686.602380952376,False,26845.65275885861,4,41861.484,44819.48533333334,1,97306.7609048353,0,0,0,0
e920e298,19,1221526.22,64290.853684210524,117762.39,70079312d6,120.0,PME,True,TPE,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,1.0,57557.89,57557.89,0.05263157894736842,29,1373228.26,47352.698620689654,99528.07,70079312d6,120.0,TRE,True,TPE,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,9.0,463080.63,98472.35,0,0,0,21979.813174346524,1,25,16.0,-8.0,19290.039999999994,1,0.0,29,1373228.26,47352.69862068965,Chèque,19,1221526.22,64290.85368421053,Carte bancaire,-10,16938.15506352087,True,65847.39060622347,2,70657.434,51432.68294736842,0,156764.87761896817,0,0,0,0
e9365f86,60,4939741.62,82329.027,118822.66,f1266a4690,172.0,TPE,False,TRE PROFESSIONNEL,S1 Excellence,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,3.0,315662.46,105220.82,0.05,45,2441517.54,54255.94533333334,98131.7,f1266a4690,172.0,PME,True,TRE PROFESSIONNEL,S1 Excellence,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,18.0,799402.23,94078.57,0,0,0,6637.257112575396,1,25,7.0,-15.0,24744.089999999997,0,0.0,45,2441517.54,54255.94533333334,Chèque,60,4939741.62,82329.027,Carte bancaire,15,28073.081666666665,True,116091.64287862153,4,71293.596,65863.2216,0,175099.52842832936,0,0,0,0
e952c19e,10,512690.38,51269.038,111062.9,805bd151f6,113.0,PRO,True,SALARIE AGENT D EXECUTION,S3 Essentiel,Unknown,INDUSTRIES EXTRACTIVES,0.0,0.0,0.0,0.0,12,501948.26,41829.02166666667,86331.95,805bd151f6,113.0,TPE,False,SALARIE AGENT D EXECUTION,S3 Essentiel,Unknown,INDUSTRIES EXTRACTIVES,3.0,57272.130000000005,30546.62,0,1,1,24955.541765944832,1,25,22.0,-3.0,80516.28,0,0.0,12,501948.26,41829.02166666667,Carte bancaire,10,512690.38,51269.038,Virement,-2,9440.016333333331,True,38654.4013722428,4,66637.73999999999,41015.2304,0,152640.32565133742,0,0,0,0
e95ebfcb,18,1216403.34,67577.96333333333,114564.35,ee90ebc3b4,40.0,TRE,True,ARTISAN,S4 Avenir,Unknown,CONSTRUCTION,2.0,132901.4,66450.7,0.1111111111111111,6,489559.84,81593.30666666667,99379.5,ee90ebc3b4,40.0,PME,False,ARTISAN,S4 Avenir,Unknown,CONSTRUCTION,2.0,103709.96,51854.98,1,0,0,46187.20339897547,1,25,23.0,0.0,62709.37,1,0.0,6,489559.84,81593.30666666667,Carte bancaire,18,1216403.34,67577.96333333333,Carte bancaire,12,-14015.343333333338,False,82233.57571081213,5,68738.61,54062.37066666667,4,176307.9901524692,0,0,0,0
e9744118,5,233709.28,46741.856,92717.22,bdf3adf98b,3.0,PME,True,JEUNE,NON SEGMENTE,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,27,1226617.99,45430.29592592592,95970.21,bdf3adf98b,3.0,GEI,True,JEUNE,NON SEGMENTE,Unknown,INFORMATION ET COMMUNICATION,11.0,430925.89999999997,92803.2,1,0,0,18200.156613667168,1,25,14.0,-11.0,-85.97999999999593,0,0.0,27,1226617.99,45430.29592592592,Chèque,5,233709.28,46741.856,Carte bancaire,-22,1311.5600740740774,True,45755.81251979733,3,55630.332,37393.4848,0,106828.66436749556,0,0,0,0
e9903013,8,604375.54,75546.9425,109078.62,4f70098f88,172.0,TRE,True,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS EXTRA TERRITORIALES,0.0,0.0,0.0,0.0,28,1190236.1600000001,42508.43428571429,99558.35,4f70098f88,172.0,PRO,False,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS EXTRA TERRITORIALES,10.0,470024.38,99558.35,1,1,0,25220.40262401675,1,25,15.0,-10.0,9520.26999999999,1,1.0,28,1190236.16,42508.43428571429,Carte bancaire,8,604375.54,75546.9425,Carte bancaire,-20,33038.50821428571,False,65199.744464745185,7,65447.17199999999,60437.554000000004,0,142348.40974753792,0,0,0,0
e994961c,18,1276803.04,70933.50222222222,118472.11,937f10ac83,158.0,Particuliers,False,SALARIE CADRE MOYEN,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,2.0,214491.03999999998,107406.23,0.1111111111111111,13,474224.57,36478.81307692308,74863.29,937f10ac83,158.0,TPE,False,SALARIE CADRE MOYEN,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,4.0,149356.58000000002,56475.19,1,0,0,44792.31290308371,1,25,21.0,-2.0,61996.92,0,0.0,13,474224.57,36478.81307692308,Chèque,18,1276803.04,70933.50222222222,Carte bancaire,5,34454.68914529914,True,38277.93084366832,3,71083.266,56746.80177777778,1,154560.52392789198,0,0,0,0
e9b0fb27,87,5232663.27,60145.5548275862,111470.48,9a9f489898,101.0,PME,False,PME,A Developper Engagements,OFF SHORE,ACTIV SPÉC SCIENT ET TECHNIQUE,3.0,315183.54,105061.18,0.034482758620689655,45,2716438.38,60365.29733333333,89707.32,9a9f489898,101.0,TPE,False,PME,A Developper Engagements,OFF SHORE,ACTIV SPÉC SCIENT ET TECHNIQUE,9.0,573560.13,78252.92,2,0,0,27671.91218079154,1,25,16.0,-6.0,33217.56,0,0.0,45,2716438.38,60365.29733333333,Espèces,87,5232663.27,60145.5548275862,Carte bancaire,42,-219.7425057471264,True,140935.6406701977,5,66882.288,48116.44386206896,0,178484.49781548226,0,0,0,0
e9bf63d5,13,601556.47,46273.57461538461,95735.44,ca81948df8,221.0,TRE,True,SALARIE HAUT CADRE,S3 Essentiel,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,14,667629.26,47687.80428571429,97754.13,ca81948df8,221.0,PRO,True,SALARIE HAUT CADRE,S3 Essentiel,Unknown,INDUSTRIE MANUFACTURIÈRE,5.0,179789.35,72575.19,0,0,0,8341.193392070396,1,25,20.0,-5.0,23160.25,0,0.0,14,667629.26,47687.80428571429,Chèque,13,601556.47,46273.57461538461,Virement,-1,-1414.2296703296745,True,66948.3907952244,3,57441.264,37018.85969230769,0,125598.50196815762,0,0,0,0
ea22d518,13,687328.93,52871.45615384616,97068.07,352e9d56dc,43.0,PRO,True,RETRAITE,S2 Premium,BANQUE PRIVEE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,1,57037.83,57037.83,57037.83,352e9d56dc,43.0,GEI,True,RETRAITE,S2 Premium,BANQUE PRIVEE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0,0,0,43542.115146361764,1,25,25.0,0.0,97068.07,0,0.0,1,57037.83,57037.83,Carte bancaire,13,687328.93,52871.45615384616,QR Code / TuniPay,12,-4166.373846153845,True,55062.543843470834,8,58240.842000000004,42297.164923076925,0,149349.35539409643,0,0,0,0
ea23e375,9,495336.97,55037.44111111111,84302.47,f5946fff89,179.0,PRO,False,TRE SALARIE,S4 Avenir,Unknown,ACTIVITÉS EXTRA TERRITORIALES,2.0,114534.23,84186.64,0.2222222222222222,18,829323.01,46073.500555555554,96535.86,f5946fff89,179.0,TRE,True,TRE SALARIE,S4 Avenir,Unknown,ACTIVITÉS EXTRA TERRITORIALES,7.0,356331.24,96535.86,0,0,0,22669.169610711375,1,25,18.0,-5.0,-12233.39,1,1.0,18,829323.01,46073.500555555554,Carte bancaire,9,495336.97,55037.44111111111,Carte bancaire,-9,8963.940555555557,False,47485.606580162814,8,50581.481999999996,44029.95288888889,1,99186.81624550762,0,0,0,0
ea361a84,3,63762.399999999994,21254.13333333333,33882.06,f1670ef5f3,46.0,PME,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,1.0,10505.64,10505.64,0.3333333333333333,19,969232.67,51012.24578947369,89398.99,f1670ef5f3,46.0,PME,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,4.0,265375.46,89398.99,1,0,0,3302.837832745881,1,25,21.0,-3.0,-55516.93000000001,0,0.0,19,969232.67,51012.24578947369,Carte bancaire,3,63762.4,21254.13333333333,Virement,-16,-29758.11245614036,True,36748.31611411563,3,20329.235999999997,17003.306666666667,0,19337.18947826621,0,0,0,0
ea43df9b,4,258527.64,64631.91,90315.81,f467230778,102.0,Particuliers,True,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS EXTRA TERRITORIALES,0.0,0.0,0.0,0.0,2,21980.08,10990.04,10990.04,f467230778,102.0,Particuliers,True,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS EXTRA TERRITORIALES,2.0,21980.08,10990.04,0,0,0,28509.01524121691,1,25,23.0,-2.0,79325.76999999999,0,0.0,2,21980.08,10990.04,Chèque,4,258527.64,64631.91,Carte bancaire,2,53641.87,True,38467.99037987607,6,54189.486,51705.528000000006,0,128745.93632467197,0,0,0,0
ea4bee45,17,861891.7,50699.51176470588,104949.44,e04b49b7ec,182.0,PRO,False,PROFESSIONNEL LIBERALE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,29,1300146.96,44832.65379310345,95973.57,e04b49b7ec,182.0,Particuliers,False,PROFESSIONNEL LIBERALE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,12.0,594344.98,92345.02,1,0,1,49826.7615307018,1,25,13.0,-12.0,12604.419999999998,0,0.0,29,1300146.96,44832.65379310345,Chèque,17,861891.7,50699.51176470588,Virement,-12,5866.857971602432,True,42349.5889384516,4,62969.664,40559.60941176471,0,124079.77681687656,0,0,0,0
ea654715,24,1633353.08,68056.37833333334,115499.74,6bfc2c1be4,31.0,PRO,True,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS EXTRA TERRITORIALES,0.0,0.0,0.0,0.0,50,2304463.84,46089.2768,94147.99,1e61fafe09,31.0,GEI,True,TRE SALARIE,NON SEGMENTE,Unknown,ACTIVITÉS EXTRA TERRITORIALES,22.0,877501.36,81828.16,0,1,0,1739.924864184339,1,25,3.0,-22.0,33671.58,1,0.0,50,2304463.84,46089.2768,Chèque,24,1633353.08,68056.37833333334,Carte bancaire,-26,21967.10153333334,True,54004.07662541794,4,69299.844,54445.10266666667,0,154111.2072274287,0,0,0,0
ea65d09c,5,312198.79000000004,62439.75800000001,109419.86,fb9d22b93d,60.0,TPE,False,SALARIE AGENT D EXECUTION,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,1.0,109419.86,109419.86,0.2,5,287902.83,57580.566000000006,79543.32,fb9d22b93d,60.0,GEI,True,SALARIE AGENT D EXECUTION,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0,0,0,49043.135964859815,1,25,25.0,1.0,109419.86,0,0.0,5,287902.83,57580.566000000006,Carte bancaire,5,312198.79000000004,62439.75800000001,Virement,0,4859.192000000003,True,35760.37207934182,2,65651.916,49951.80640000001,1,159201.69592803446,0,0,0,0
ea6ff4bb,5,315208.37,63041.674,95178.86,040adeac6e,65.0,TPE,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,1.0,95178.86,95178.86,0.2,12,611955.9400000001,50996.32833333334,91365.96,040adeac6e,65.0,TRE,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,6.0,297643.04,82790.82,0,0,0,21819.7835584776,1,25,19.0,-5.0,12388.039999999994,0,0.0,12,611955.9400000001,50996.32833333334,Chèque,5,315208.37,63041.674,Carte bancaire,-7,12045.34566666666,True,35863.222730238325,3,57107.316,50433.3392,0,110717.61588901166,0,0,0,0
ea7441d8,30,1751894.88,58396.496,118720.4,b037cc335e,112.0,TRE,True,SALARIE HAUT CADRE,S2 Premium,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,5,349089.3,69817.86,95886.76,b037cc335e,112.0,PRO,False,SALARIE HAUT CADRE,S2 Premium,Unknown,INDUSTRIE MANUFACTURIÈRE,2.0,183851.82,95886.76,0,0,0,6861.524630869947,1,25,23.0,-2.0,22833.64,0,0.0,5,349089.3,69817.86,Chèque,30,1751894.88,58396.496,Carte bancaire,25,-11421.364,True,97914.21466690741,5,71232.23999999999,46717.196800000005,0,166554.27903172394,0,0,0,0
ea7c0096,14,1151132.22,82223.73,119544.64,f434c50fcf,151.0,PME,True,SALARIE CADRE MOYEN,S5 Univers,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,1.0,72969.62,72969.62,0.07142857142857142,5,268123.67,53624.734,73595.08,f434c50fcf,151.0,PME,True,SALARIE CADRE MOYEN,S5 Univers,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,2.0,111878.92,73595.08,0,0,0,25857.87491784308,1,25,23.0,-1.0,45949.56,1,0.0,5,268123.67,53624.734,Carte bancaire,14,1151132.22,82223.73,Virement,9,28598.996,True,63511.20136624819,6,71726.784,65778.984,2,167614.41879160682,0,0,0,0
ea81aa1a,12,777417.64,64784.80333333334,114872.0,4c2152fc74,23.0,PME,True,SALARIE CADRE MOYEN,CLIENT INACTIF,Unknown,ENSEIGNEMENT,2.0,192315.24,108951.84,0.16666666666666666,25,1450391.5,58015.66,98556.18,4c2152fc74,23.0,TRE,False,SALARIE CADRE MOYEN,CLIENT INACTIF,Unknown,ENSEIGNEMENT,11.0,608137.7000000001,93527.44,0,1,0,2479.70731740304,1,25,14.0,-9.0,21344.559999999998,0,0.0,25,1450391.5,58015.66,Chèque,12,777417.64,64784.80333333334,Virement,-13,6769.143333333333,True,64698.19105987331,3,68923.2,51827.84266666667,0,147429.69109906815,0,0,0,0
ea8e7f26,2,187484.18,93742.09,93742.09,8bcd03b52a,222.0,TPE,True,COMMERCANT,S4 Avenir,Unknown,ENSEIGNEMENT,0.0,0.0,0.0,0.0,20,760853.72,38042.686,69759.69,8bcd03b52a,222.0,PME,False,COMMERCANT,S4 Avenir,Unknown,ENSEIGNEMENT,4.0,139880.02000000002,69759.69,1,1,0,33715.77451567363,1,25,21.0,-4.0,23982.399999999994,0,0.0,20,760853.72,38042.686,Virement,2,187484.18,93742.09,Espèces,-18,55699.404,True,35650.22276707023,3,56245.25399999999,74993.672,0,112931.54253965814,0,0,0,0
eac9b686,8,495912.95999999996,61989.119999999995,118934.7,8252fd0aeb,221.0,Particuliers,True,COMMERCANT,S4 Avenir,Unknown,ACTIVITÉS IMMOBILIÈRES,0.0,0.0,0.0,0.0,28,1726212.0,61650.42857142857,93631.05,a814c23507,221.0,TPE,True,COMMERCANT,S4 Avenir,Unknown,ACTIVITÉS IMMOBILIÈRES,12.0,734434.36,93631.05,0,0,0,38911.784036482364,1,25,13.0,-12.0,25303.649999999994,1,1.0,28,1726212.0,61650.42857142857,Chèque,8,495912.96,61989.12,Agence,-20,338.6914285714229,True,37347.361445053175,1,71360.81999999999,49591.296,0,147899.5996840432,0,0,0,0
eaccbacb,14,941152.62,67225.18714285715,118418.7,83a2578da5,70.0,PME,True,SALARIE AGENT D EXECUTION,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,9,437551.36,48616.817777777775,89412.49,83a2578da5,70.0,TRE,True,SALARIE AGENT D EXECUTION,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,6.0,331040.66000000003,89412.49,1,1,0,41160.13394305372,1,25,19.0,-6.0,29006.209999999992,1,1.0,9,437551.36,48616.817777777775,Chèque,14,941152.62,67225.18714285715,Carte bancaire,5,18608.36936507937,True,63587.50085756103,6,71051.22,53780.14971428572,0,160124.61771021315,0,0,0,0
ead4127d,5,312215.5,62443.1,113737.02,56e8e24d68,82.0,Particuliers,False,PME,NON SEGMENTE CORPO,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,2,115179.56,57589.78,72085.54,56e8e24d68,82.0,PME,False,PME,NON SEGMENTE CORPO,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,1,1,0,42480.37038610511,1,25,25.0,0.0,113737.02,0,0.0,2,115179.56,57589.78,Espèces,5,312215.5,62443.1,Carte bancaire,3,4853.32,True,37102.48208538524,3,68242.212,49954.48,0,166144.47090364544,0,0,0,0
eae87884,6,429136.1,71522.68333333333,93436.98,7d8b7d69fd,120.0,TPE,False,SALARIE CADRE MOYEN,CLIENT INACTIF,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,23,1172464.78,50976.72956521739,99829.8,7d8b7d69fd,120.0,PME,False,SALARIE CADRE MOYEN,CLIENT INACTIF,Unknown,AUTRES ACTIVITÉS DE SERVICES,8.0,529421.58,99829.8,0,0,0,14426.72421494816,1,25,17.0,-8.0,-6392.820000000007,0,0.0,23,1172464.78,50976.72956521739,Carte bancaire,6,429136.1,71522.68333333333,Carte bancaire,-17,20545.95376811594,False,39545.00232792081,3,56062.187999999995,57218.14666666667,0,103582.88189026431,0,0,0,0
eb09d1b0,14,726488.79,51892.05642857143,95463.23,bbf5d2e090,66.0,TRE,True,SALARIE AGENT D EXECUTION,CLIENT INACTIF,Unknown,HÉBERGEMENT ET RESTAURATION,0.0,0.0,0.0,0.0,6,152495.18,25415.86333333333,74192.14,bbf5d2e090,66.0,GEI,False,SALARIE AGENT D EXECUTION,CLIENT INACTIF,Unknown,HÉBERGEMENT ET RESTAURATION,3.0,103534.13,74192.14,1,0,0,4743.852520839276,1,25,22.0,-3.0,21271.089999999997,0,0.0,6,152495.18,25415.86333333333,Chèque,14,726488.79,51892.05642857143,Carte bancaire,8,26476.193095238097,True,67707.52377607554,5,57277.937999999995,41513.645142857145,0,124830.03288180461,0,0,0,0
eb0a39a2,7,490076.87,70010.98142857142,110203.26,dae01c4e93,125.0,Particuliers,True,SALARIE HAUT CADRE,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,30,1145949.3699999999,38198.31233333333,87261.9,dae01c4e93,125.0,PME,True,SALARIE HAUT CADRE,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,12.0,481829.38,74005.33,0,1,0,47960.90717201091,1,25,13.0,-12.0,36197.92999999999,1,1.0,30,1145949.37,38198.31233333333,Chèque,7,490076.87,70010.98142857142,Carte bancaire,-23,31812.669095238096,True,34110.11580367078,7,66121.95599999999,56008.785142857145,0,140396.00971602113,0,0,0,0
eb435258,29,1549199.95,53420.68793103448,116361.65,671ba69e35,94.0,TPE,False,SALARIE CADRE MOYEN,NON SEGMENTE,Unknown,ACTIV DE SCES ADMIN ET SOUTIEN,3.0,66253.09999999999,38925.07,0.10344827586206896,10,331150.1,33115.009999999995,90651.06,671ba69e35,94.0,Particuliers,False,SALARIE CADRE MOYEN,NON SEGMENTE,Unknown,ACTIV DE SCES ADMIN ET SOUTIEN,5.0,214776.51,90651.06,1,0,0,45805.81163477781,1,25,20.0,-2.0,25710.589999999997,0,0.0,10,331150.1,33115.009999999995,Chèque,29,1549199.95,53420.68793103448,Carte bancaire,19,20305.677931034486,True,49808.33744851597,2,69816.98999999999,42736.550344827585,2,144674.6965069408,0,0,0,0
eb7564d2,5,341397.65,68279.53,111424.76,b130dedb46,104.0,GEI,True,RETRAITE,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,28,1224793.44,43742.62285714286,83881.51,b130dedb46,104.0,GEI,True,RETRAITE,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,12.0,594720.29,83881.51,0,1,0,46408.0563143244,1,25,13.0,-12.0,27543.25,0,0.0,28,1224793.44,43742.62285714286,Chèque,5,341397.65,68279.53,Carte bancaire,-23,24536.90714285714,True,67408.44368365851,3,66854.856,54623.624,0,146580.94814790715,0,0,0,0
